#EXPORTTYPE:DATA ALL
#FILE:
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 200F3
#PROJECT:
#DATE/TIME:19.03.2025 15:09
#CORR. FILE:
#TEMPCAL:temp_cal_3Kmin.ngb-td5
#SENSITIVITY:sens_cal_3Kmin.ngb-ed5
#LABORATORY:
#OPERATOR:
#REMARK:CR 1355.7; tot 1431.2
#SAMPLE:
#SAMPLE MASS /mg:75.9
#MATERIAL:
#REFERENCE:Ref.
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:High pressure, steel
#SAMPLE CRUCIBLE MASS /mg:1355.7
#REFERENCE CRUCIBLE MASS /mg:1385.5
#M.RANGE /�V:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25�C....200�C/-7.0....7.0K/min
#SEGMENT:S1-5/5
#SEG. 1:25�C/7.0(K/min)/50�C
#SEG. 2:50�C/00:15/50�C
#SEG. 3:50�C/5.0(K/min)/200�C
#SEG. 4:200�C/00:30/200�C
#SEG. 5:200�C/7.0(K/min)/50�C

##Temp./�C;Time/min;DSC/(mW/mg);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 37.38300; 0.00000;-1.510214e-002;50.00000;100.00000;2.79369;1
 37.38100; 0.01667;-1.509130e-002;50.00000;100.00000;2.79369;1
 37.37900; 0.03333;-1.508406e-002;50.00000;100.00000;2.79368;1
 37.37500; 0.05000;-1.507318e-002;50.00000;100.00000;2.79367;1
 37.37400; 0.06667;-1.505516e-002;50.00000;100.00000;2.79367;1
 37.36800; 0.08333;-1.505862e-002;50.00000;100.00000;2.79366;1
 37.36700; 0.10000;-1.507299e-002;50.00000;100.00000;2.79365;1
 37.36300; 0.11667;-1.508010e-002;50.00000;100.00000;2.79364;1
 37.36000; 0.13333;-1.506924e-002;50.00000;100.00000;2.79364;1
 37.35800; 0.15000;-1.506559e-002;50.00000;100.00000;2.79363;1
 37.35400; 0.16667;-1.505831e-002;50.00000;100.00000;2.79362;1
 37.35200; 0.18333;-1.505466e-002;50.00000;100.00000;2.79362;1
 37.34900; 0.20000;-1.506179e-002;50.00000;100.00000;2.79361;1
 37.34700; 0.21667;-1.506894e-002;50.00000;100.00000;2.79360;1
 37.34200; 0.23333;-1.505803e-002;50.00000;100.00000;2.79359;1
 37.34100; 0.25000;-1.506161e-002;50.00000;100.00000;2.79359;1
 37.33700; 0.26667;-1.505792e-002;50.00000;100.00000;2.79358;1
 37.33600; 0.28333;-1.505430e-002;50.00000;100.00000;2.79358;1
 37.33200; 0.30000;-1.505061e-002;50.00000;100.00000;2.79357;1
 37.33000; 0.31667;-1.503977e-002;50.00000;100.00000;2.79356;1
 37.32400; 0.33333;-1.504683e-002;50.00000;100.00000;2.79355;1
 37.32200; 0.35000;-1.503239e-002;50.00000;100.00000;2.79354;1
 37.32200; 0.36667;-1.503599e-002;50.00000;100.00000;2.79354;1
 37.31900; 0.38333;-1.504312e-002;50.00000;100.00000;2.79353;1
 37.31500; 0.40000;-1.503223e-002;50.00000;100.00000;2.79352;1
 37.31300; 0.41667;-1.502499e-002;50.00000;100.00000;2.79352;1
 37.30900; 0.43333;-1.501410e-002;50.00000;100.00000;2.79351;1
 37.30700; 0.45000;-1.502485e-002;50.00000;100.00000;2.79350;1
 37.30400; 0.46667;-1.499600e-002;50.00000;100.00000;2.79350;1
 37.30100; 0.48333;-1.502831e-002;50.00000;100.00000;2.79349;1
 37.29900; 0.50000;-1.501747e-002;50.00000;100.00000;2.79348;1
 37.29400; 0.51667;-1.501376e-002;50.00000;100.00000;2.79347;1
 37.29300; 0.53333;-1.501734e-002;50.00000;100.00000;2.79347;1
 37.28900; 0.55000;-1.501724e-002;50.00000;100.00000;2.79346;1
 37.28600; 0.56667;-1.502797e-002;50.00000;100.00000;2.79345;1
 37.28400; 0.58333;-1.501353e-002;50.00000;100.00000;2.79344;1
 37.28100; 0.60000;-1.500627e-002;50.00000;100.00000;2.79344;1
 37.27700; 0.61667;-1.500258e-002;50.00000;100.00000;2.79343;1
 37.27500; 0.63333;-1.500253e-002;50.00000;100.00000;2.79342;1
 37.27200; 0.65000;-1.499886e-002;50.00000;100.00000;2.79341;1
 37.27000; 0.66667;-1.498083e-002;50.00000;100.00000;2.79341;1
 37.26600; 0.68333;-1.497714e-002;50.00000;100.00000;2.79340;1
 37.26400; 0.70000;-1.498429e-002;50.00000;100.00000;2.79339;1
 37.26100; 0.71667;-1.499142e-002;50.00000;100.00000;2.79339;1
 37.25700; 0.73333;-1.497333e-002;50.00000;100.00000;2.79338;1
 37.25600; 0.75000;-1.498411e-002;50.00000;100.00000;2.79337;1
 37.25200; 0.76667;-1.498401e-002;50.00000;100.00000;2.79336;1
 37.24900; 0.78333;-1.496595e-002;50.00000;100.00000;2.79336;1
 37.24800; 0.80000;-1.494794e-002;50.00000;100.00000;2.79335;1
 37.24500; 0.81667;-1.494427e-002;50.00000;100.00000;2.79335;1
 37.24000; 0.83333;-1.495855e-002;50.00000;100.00000;2.79333;1
 37.23900; 0.85000;-1.493334e-002;50.00000;100.00000;2.79333;1
 37.23400; 0.86667;-1.495482e-002;50.00000;100.00000;2.79332;1
 37.23200; 0.88333;-1.495477e-002;50.00000;100.00000;2.79331;1
 37.22900; 0.90000;-1.495470e-002;50.00000;100.00000;2.79331;1
 37.22700; 0.91667;-1.495106e-002;50.00000;100.00000;2.79330;1
 37.22400; 0.93333;-1.495099e-002;50.00000;100.00000;2.79329;1
 37.22100; 0.95000;-1.491853e-002;50.00000;100.00000;2.79329;1
 37.21800; 0.96667;-1.491846e-002;50.00000;100.00000;2.79328;1
 37.21600; 0.98333;-1.492562e-002;50.00000;100.00000;2.79327;1
 37.21400; 1.00000;-1.492197e-002;50.00000;100.00000;2.79327;1
 37.20900; 1.01667;-1.490746e-002;50.00000;100.00000;2.79326;1
 37.20700; 1.03333;-1.490382e-002;50.00000;100.00000;2.79325;1
 37.20300; 1.05000;-1.489293e-002;50.00000;100.00000;2.79324;1
 37.20100; 1.06667;-1.490008e-002;50.00000;100.00000;2.79324;1
 37.19900; 1.08333;-1.489644e-002;50.00000;100.00000;2.79323;1
 37.19600; 1.10000;-1.489637e-002;50.00000;100.00000;2.79322;1
 37.19300; 1.11667;-1.488910e-002;50.00000;100.00000;2.79322;1
 37.19000; 1.13333;-1.488184e-002;50.00000;100.00000;2.79321;1
 37.18700; 1.15000;-1.488897e-002;50.00000;100.00000;2.79320;1
 37.18500; 1.16667;-1.488532e-002;50.00000;100.00000;2.79320;1
 37.18100; 1.18333;-1.487803e-002;50.00000;100.00000;2.79319;1
 37.18000; 1.20000;-1.485642e-002;50.00000;100.00000;2.79318;1
 37.17800; 1.21667;-1.485277e-002;50.00000;100.00000;2.79318;1
 37.17300; 1.23333;-1.485986e-002;50.00000;100.00000;2.79316;1
 37.17100; 1.25000;-1.485261e-002;50.00000;100.00000;2.79316;1
 37.16800; 1.26667;-1.485254e-002;50.00000;100.00000;2.79315;1
 37.16400; 1.28333;-1.483806e-002;50.00000;100.00000;2.79314;1
 37.16300; 1.30000;-1.482724e-002;50.00000;100.00000;2.79314;1
 37.16000; 1.31667;-1.482717e-002;50.00000;100.00000;2.79313;1
 37.15700; 1.33333;-1.484150e-002;50.00000;100.00000;2.79312;1
 37.15400; 1.35000;-1.483783e-002;50.00000;100.00000;2.79312;1
 37.15200; 1.36667;-1.482699e-002;50.00000;100.00000;2.79311;1
 37.14800; 1.38333;-1.482689e-002;50.00000;100.00000;2.79310;1
 37.14700; 1.40000;-1.480168e-002;50.00000;100.00000;2.79310;1
 37.14300; 1.41667;-1.481238e-002;50.00000;100.00000;2.79309;1
 37.14100; 1.43333;-1.481594e-002;50.00000;100.00000;2.79308;1
 37.13600; 1.45000;-1.481222e-002;50.00000;100.00000;2.79307;1
 37.13600; 1.46667;-1.480503e-002;50.00000;100.00000;2.79307;1
 37.13100; 1.48333;-1.477252e-002;50.00000;100.00000;2.79306;1
 37.13000; 1.50000;-1.475450e-002;50.00000;100.00000;2.79306;1
 37.12900; 1.51667;-1.472929e-002;50.00000;100.00000;2.79305;1
 37.12600; 1.53333;-1.468603e-002;50.00000;100.00000;2.79305;1
 37.12500; 1.55000;-1.466801e-002;50.00000;100.00000;2.79304;1
 37.12400; 1.56667;-1.464280e-002;50.00000;100.00000;2.79304;1
 37.12200; 1.58333;-1.458877e-002;50.00000;100.00000;2.79304;1
 37.12200; 1.60000;-1.453478e-002;50.00000;100.00000;2.79304;1
 37.12300; 1.61667;-1.441964e-002;50.00000;100.00000;2.79304;1
 37.12300; 1.63333;-1.439805e-002;50.00000;100.00000;2.79304;1
 37.12500; 1.65000;-1.426853e-002;50.00000;100.00000;2.79304;1
 37.12500; 1.66667;-1.415697e-002;50.00000;100.00000;2.79304;1
 37.12900; 1.68333;-1.403470e-002;50.00000;100.00000;2.79305;1
 37.13300; 1.70000;-1.384406e-002;50.00000;100.00000;2.79306;1
 37.13700; 1.71667;-1.371459e-002;50.00000;100.00000;2.79307;1
 37.14100; 1.73333;-1.353474e-002;50.00000;100.00000;2.79308;1
 37.14800; 1.75000;-1.328659e-002;50.00000;100.00000;2.79310;1
 37.15700; 1.76667;-1.306009e-002;50.00000;100.00000;2.79312;1
 37.16500; 1.78333;-1.277598e-002;50.00000;100.00000;2.79314;1
 37.17400; 1.80000;-1.246311e-002;50.00000;100.00000;2.79317;1
 37.18500; 1.81667;-1.213591e-002;50.00000;100.00000;2.79320;1
 37.19600; 1.83333;-1.178711e-002;50.00000;100.00000;2.79322;1
 37.21200; 1.85000;-1.135209e-002;50.00000;100.00000;2.79326;1
 37.22600; 1.86667;-1.090623e-002;50.00000;100.00000;2.79330;1
 37.24200; 1.88333;-1.043885e-002;50.00000;100.00000;2.79334;1
 37.26100; 1.90000;-9.856407e-003;50.00000;100.00000;2.79339;1
 37.28200; 1.91667;-9.284837e-003;50.00000;100.00000;2.79344;1
 37.30200; 1.93333;-8.688073e-003;50.00000;100.00000;2.79349;1
 37.32600; 1.95000;-7.987097e-003;50.00000;100.00000;2.79355;1
 37.35000; 1.96667;-7.286151e-003;50.00000;100.00000;2.79361;1
 37.37700; 1.98333;-6.524160e-003;50.00000;100.00000;2.79368;1
 37.40500; 2.00000;-5.708266e-003;50.00000;100.00000;2.79375;1
 37.43600; 2.01667;-4.820552e-003;50.00000;100.00000;2.79383;1
 37.46600; 2.03333;-3.940050e-003;50.00000;100.00000;2.79390;1
 37.49900; 2.05000;-2.930179e-003;50.00000;100.00000;2.79399;1
 37.53300; 2.06667;-1.898817e-003;50.00000;100.00000;2.79407;1
 37.57000; 2.08333;-8.172603e-004;50.00000;100.00000;2.79416;1
 37.60900; 2.10000; 3.396955e-004;50.00000;100.00000;2.79426;1
 37.64900; 2.11667; 1.528907e-003;50.00000;100.00000;2.79436;1
 37.69000; 2.13333; 2.811519e-003;50.00000;100.00000;2.79447;1
 37.73400; 2.15000; 4.126289e-003;50.00000;100.00000;2.79458;1
 37.77900; 2.16667; 5.530833e-003;50.00000;100.00000;2.79469;1
 37.82500; 2.18333; 6.935222e-003;50.00000;100.00000;2.79480;1
 37.87300; 2.20000; 8.425723e-003;50.00000;100.00000;2.79492;1
 37.92200; 2.21667; 9.980785e-003;50.00000;100.00000;2.79505;1
 37.97200; 2.23333; 1.157522e-002;50.00000;100.00000;2.79517;1
 38.02500; 2.25000; 1.328444e-002;50.00000;100.00000;2.79530;1
 38.07900; 2.26667; 1.503301e-002;50.00000;100.00000;2.79544;1
 38.13500; 2.28333; 1.680287e-002;50.00000;100.00000;2.79558;1
 38.19100; 2.30000; 1.863369e-002;50.00000;100.00000;2.79572;1
 38.24900; 2.31667; 2.053971e-002;50.00000;100.00000;2.79586;1
 38.30900; 2.33333; 2.245621e-002;50.00000;100.00000;2.79601;1
 38.36800; 2.35000; 2.446962e-002;50.00000;100.00000;2.79616;1
 38.43100; 2.36667; 2.653650e-002;50.00000;100.00000;2.79632;1
 38.49200; 2.38333; 2.861766e-002;50.00000;100.00000;2.79647;1
 38.55700; 2.40000; 3.076662e-002;50.00000;100.00000;2.79663;1
 38.62000; 2.41667; 3.299813e-002;50.00000;100.00000;2.79679;1
 38.68700; 2.43333; 3.522553e-002;50.00000;100.00000;2.79696;1
 38.75500; 2.45000; 3.749572e-002;50.00000;100.00000;2.79713;1
 38.82300; 2.46667; 3.985188e-002;50.00000;100.00000;2.79729;1
 38.89100; 2.48333; 4.222213e-002;50.00000;100.00000;2.79746;1
 38.96200; 2.50000; 4.467091e-002;50.00000;100.00000;2.79764;1
 39.03300; 2.51667; 4.714813e-002;50.00000;100.00000;2.79782;1
 39.10600; 2.53333; 4.963206e-002;50.00000;100.00000;2.79800;1
 39.18000; 2.55000; 5.216947e-002;50.00000;100.00000;2.79818;1
 39.25500; 2.56667; 5.473162e-002;50.00000;100.00000;2.79837;1
 39.33000; 2.58333; 5.736526e-002;50.00000;100.00000;2.79855;1
 39.40500; 2.60000; 5.991955e-002;50.00000;100.00000;2.79874;1
 39.48200; 2.61667; 6.259901e-002;50.00000;100.00000;2.79893;1
 39.55900; 2.63333; 6.529966e-002;50.00000;100.00000;2.79912;1
 39.63700; 2.65000; 6.801062e-002;50.00000;100.00000;2.79931;1
 39.71700; 2.66667; 7.076410e-002;50.00000;100.00000;2.79951;1
 39.79700; 2.68333; 7.347411e-002;50.00000;100.00000;2.79970;1
 39.87600; 2.70000; 7.619822e-002;50.00000;100.00000;2.79990;1
 39.95900; 2.71667; 7.895024e-002;50.00000;100.00000;2.80010;1
 40.04100; 2.73333; 8.172351e-002;50.00000;100.00000;2.80030;1
 40.12300; 2.75000; 8.446049e-002;50.00000;100.00000;2.80050;1
 40.20700; 2.76667; 8.724352e-002;50.00000;100.00000;2.80071;1
 40.29200; 2.78333; 8.999732e-002;50.00000;100.00000;2.80092;1
 40.37600; 2.80000; 9.274724e-002;50.00000;100.00000;2.80112;1
 40.46200; 2.81667; 9.550369e-002;50.00000;100.00000;2.80134;1
 40.54500; 2.83333; 9.823141e-002;50.00000;100.00000;2.80154;1
 40.63200; 2.85000;       0.10079;50.00000;100.00000;2.80175;1
 40.72000; 2.86667;       0.10366;50.00000;100.00000;2.80197;1
 40.80800; 2.88333;       0.10646;50.00000;100.00000;2.80218;1
 40.89700; 2.90000;       0.10920;50.00000;100.00000;2.80240;1
 40.98400; 2.91667;       0.11198;50.00000;100.00000;2.80261;1
 41.07300; 2.93333;       0.11475;50.00000;100.00000;2.80283;1
 41.16400; 2.95000;       0.11752;50.00000;100.00000;2.80305;1
 41.25600; 2.96667;       0.12028;50.00000;100.00000;2.80327;1
 41.34600; 2.98333;       0.12306;50.00000;100.00000;2.80349;1
 41.43900; 3.00000;       0.12586;50.00000;100.00000;2.80372;1
 41.52900; 3.01667;       0.12861;50.00000;100.00000;2.80393;1
 41.62100; 3.03333;       0.13137;50.00000;100.00000;2.80416;1
 41.71500; 3.05000;       0.13417;50.00000;100.00000;2.80438;1
 41.80700; 3.06667;       0.13692;50.00000;100.00000;2.80461;1
 41.90000; 3.08333;       0.13969;50.00000;100.00000;2.80483;1
 41.99400; 3.10000;       0.14245;50.00000;100.00000;2.80506;1
 42.08900; 3.11667;       0.14519;50.00000;100.00000;2.80529;1
 42.18500; 3.13333;       0.14795;50.00000;100.00000;2.80552;1
 42.27900; 3.15000;       0.15065;50.00000;100.00000;2.80575;1
 42.37600; 3.16667;       0.15342;50.00000;100.00000;2.80598;1
 42.47100; 3.18333;       0.15615;50.00000;100.00000;2.80621;1
 42.56800; 3.20000;       0.15886;50.00000;100.00000;2.80644;1
 42.66400; 3.21667;       0.16163;50.00000;100.00000;2.80667;1
 42.76200; 3.23333;       0.16437;50.00000;100.00000;2.80690;1
 42.86000; 3.25000;       0.16706;50.00000;100.00000;2.80714;1
 42.95800; 3.26667;       0.16976;50.00000;100.00000;2.80737;1
 43.05400; 3.28333;       0.17248;50.00000;100.00000;2.80760;1
 43.15400; 3.30000;       0.17516;50.00000;100.00000;2.80784;1
 43.25200; 3.31667;       0.17780;50.00000;100.00000;2.80808;1
 43.35300; 3.33333;       0.18048;50.00000;100.00000;2.80832;1
 43.45200; 3.35000;       0.18312;50.00000;100.00000;2.80855;1
 43.55100; 3.36667;       0.18575;50.00000;100.00000;2.80879;1
 43.65000; 3.38333;       0.18842;50.00000;100.00000;2.80902;1
 43.75200; 3.40000;       0.19105;50.00000;100.00000;2.80927;1
 43.85300; 3.41667;       0.19370;50.00000;100.00000;2.80950;1
 43.95300; 3.43333;       0.19629;50.00000;100.00000;2.80974;1
 44.05400; 3.45000;       0.19892;50.00000;100.00000;2.80998;1
 44.15600; 3.46667;       0.20153;50.00000;100.00000;2.81022;1
 44.25700; 3.48333;       0.20414;50.00000;100.00000;2.81046;1
 44.36000; 3.50000;       0.20669;50.00000;100.00000;2.81070;1
 44.46200; 3.51667;       0.20926;50.00000;100.00000;2.81094;1
 44.56500; 3.53333;       0.21182;50.00000;100.00000;2.81119;1
 44.66700; 3.55000;       0.21438;50.00000;100.00000;2.81143;1
 44.77100; 3.56667;       0.21697;50.00000;100.00000;2.81167;1
 44.79200; 3.57167;       0.21723;50.00000;100.00000;2.81172;1
 44.90400; 3.58833;       0.22024;50.00000;100.00000;2.81198;2
 45.00800; 3.60500;       0.22279;50.00000;100.00000;2.81223;2
 45.11400; 3.62167;       0.22529;50.00000;100.00000;2.81248;2
 45.21400; 3.63833;       0.22769;50.00000;100.00000;2.81271;2
 45.31900; 3.65500;       0.23008;50.00000;100.00000;2.81296;2
 45.41800; 3.67167;       0.23236;50.00000;100.00000;2.81319;2
 45.51600; 3.68833;       0.23462;50.00000;100.00000;2.81342;2
 45.61500; 3.70500;       0.23681;50.00000;100.00000;2.81365;2
 45.70900; 3.72167;       0.23891;50.00000;100.00000;2.81387;2
 45.80300; 3.73833;       0.24099;50.00000;100.00000;2.81409;2
 45.89700; 3.75500;       0.24302;50.00000;100.00000;2.81430;2
 45.98600; 3.77167;       0.24503;50.00000;100.00000;2.81451;2
 46.07600; 3.78833;       0.24700;50.00000;100.00000;2.81472;2
 46.16100; 3.80500;       0.24896;50.00000;100.00000;2.81492;2
 46.24500; 3.82167;       0.25084;50.00000;100.00000;2.81511;2
 46.32600; 3.83833;       0.25271;50.00000;100.00000;2.81530;2
 46.40600; 3.85500;       0.25451;50.00000;100.00000;2.81548;2
 46.48500; 3.87167;       0.25624;50.00000;100.00000;2.81567;2
 46.56200; 3.88833;       0.25796;50.00000;100.00000;2.81584;2
 46.63800; 3.90500;       0.25968;50.00000;100.00000;2.81602;2
 46.71100; 3.92167;       0.26128;50.00000;100.00000;2.81619;2
 46.78500; 3.93833;       0.26289;50.00000;100.00000;2.81636;2
 46.85500; 3.95500;       0.26439;50.00000;100.00000;2.81652;2
 46.92400; 3.97167;       0.26589;50.00000;100.00000;2.81668;2
 46.99200; 3.98833;       0.26733;50.00000;100.00000;2.81684;2
 47.05600; 4.00500;       0.26869;50.00000;100.00000;2.81698;2
 47.12100; 4.02167;       0.26998;50.00000;100.00000;2.81713;2
 47.18400; 4.03833;       0.27123;50.00000;100.00000;2.81728;2
 47.24700; 4.05500;       0.27240;50.00000;100.00000;2.81742;2
 47.30600; 4.07167;       0.27352;50.00000;100.00000;2.81756;2
 47.36500; 4.08833;       0.27456;50.00000;100.00000;2.81769;2
 47.42300; 4.10500;       0.27558;50.00000;100.00000;2.81782;2
 47.48000; 4.12167;       0.27650;50.00000;100.00000;2.81795;2
 47.53500; 4.13833;       0.27737;50.00000;100.00000;2.81808;2
 47.58900; 4.15500;       0.27808;50.00000;100.00000;2.81820;2
 47.64100; 4.17167;       0.27884;50.00000;100.00000;2.81832;2
 47.69400; 4.18833;       0.27955;50.00000;100.00000;2.81844;2
 47.74300; 4.20500;       0.28007;50.00000;100.00000;2.81856;2
 47.79300; 4.22167;       0.28061;50.00000;100.00000;2.81867;2
 47.84000; 4.23833;       0.28106;50.00000;100.00000;2.81878;2
 47.88900; 4.25500;       0.28144;50.00000;100.00000;2.81889;2
 47.93600; 4.27167;       0.28176;50.00000;100.00000;2.81900;2
 47.98100; 4.28833;       0.28193;50.00000;100.00000;2.81910;2
 48.02700; 4.30500;       0.28215;50.00000;100.00000;2.81920;2
 48.06900; 4.32167;       0.28230;50.00000;100.00000;2.81930;2
 48.11100; 4.33833;       0.28232;50.00000;100.00000;2.81939;2
 48.15300; 4.35500;       0.28231;50.00000;100.00000;2.81949;2
 48.19600; 4.37167;       0.28225;50.00000;100.00000;2.81959;2
 48.23500; 4.38833;       0.28209;50.00000;100.00000;2.81968;2
 48.27300; 4.40500;       0.28189;50.00000;100.00000;2.81976;2
 48.31200; 4.42167;       0.28165;50.00000;100.00000;2.81985;2
 48.35000; 4.43833;       0.28131;50.00000;100.00000;2.81994;2
 48.38700; 4.45500;       0.28093;50.00000;100.00000;2.82002;2
 48.42300; 4.47167;       0.28050;50.00000;100.00000;2.82010;2
 48.45900; 4.48833;       0.28001;50.00000;100.00000;2.82018;2
 48.49300; 4.50500;       0.27947;50.00000;100.00000;2.82026;2
 48.52900; 4.52167;       0.27887;50.00000;100.00000;2.82034;2
 48.56100; 4.53833;       0.27824;50.00000;100.00000;2.82041;2
 48.59300; 4.55500;       0.27754;50.00000;100.00000;2.82049;2
 48.62600; 4.57167;       0.27681;50.00000;100.00000;2.82056;2
 48.65600; 4.58833;       0.27601;50.00000;100.00000;2.82063;2
 48.68900; 4.60500;       0.27519;50.00000;100.00000;2.82070;2
 48.71900; 4.62167;       0.27432;50.00000;100.00000;2.82077;2
 48.74900; 4.63833;       0.27339;50.00000;100.00000;2.82084;2
 48.77600; 4.65500;       0.27247;50.00000;100.00000;2.82090;2
 48.80600; 4.67167;       0.27145;50.00000;100.00000;2.82097;2
 48.83400; 4.68833;       0.27039;50.00000;100.00000;2.82103;2
 48.86100; 4.70500;       0.26936;50.00000;100.00000;2.82109;2
 48.88600; 4.72167;       0.26827;50.00000;100.00000;2.82115;2
 48.91400; 4.73833;       0.26712;50.00000;100.00000;2.82121;2
 48.93900; 4.75500;       0.26596;50.00000;100.00000;2.82127;2
 48.96400; 4.77167;       0.26474;50.00000;100.00000;2.82133;2
 48.98800; 4.78833;       0.26350;50.00000;100.00000;2.82138;2
 49.01300; 4.80500;       0.26226;50.00000;100.00000;2.82144;2
 49.03700; 4.82167;       0.26094;50.00000;100.00000;2.82149;2
 49.06200; 4.83833;       0.25965;50.00000;100.00000;2.82155;2
 49.08500; 4.85500;       0.25831;50.00000;100.00000;2.82160;2
 49.10600; 4.87167;       0.25692;50.00000;100.00000;2.82164;2
 49.12800; 4.88833;       0.25552;50.00000;100.00000;2.82169;2
 49.15000; 4.90500;       0.25413;50.00000;100.00000;2.82174;2
 49.17000; 4.92167;       0.25268;50.00000;100.00000;2.82179;2
 49.19300; 4.93833;       0.25123;50.00000;100.00000;2.82184;2
 49.21200; 4.95500;       0.24979;50.00000;100.00000;2.82188;2
 49.23300; 4.97167;       0.24832;50.00000;100.00000;2.82193;2
 49.25300; 4.98833;       0.24680;50.00000;100.00000;2.82198;2
 49.27100; 5.00500;       0.24528;50.00000;100.00000;2.82202;2
 49.29200; 5.02167;       0.24374;50.00000;100.00000;2.82206;2
 49.31000; 5.03833;       0.24219;50.00000;100.00000;2.82210;2
 49.32900; 5.05500;       0.24064;50.00000;100.00000;2.82215;2
 49.34700; 5.07167;       0.23908;50.00000;100.00000;2.82219;2
 49.36500; 5.08833;       0.23745;50.00000;100.00000;2.82223;2
 49.38200; 5.10500;       0.23588;50.00000;100.00000;2.82227;2
 49.39800; 5.12167;       0.23429;50.00000;100.00000;2.82230;2
 49.41600; 5.13833;       0.23268;50.00000;100.00000;2.82234;2
 49.43300; 5.15500;       0.23105;50.00000;100.00000;2.82238;2
 49.44800; 5.17167;       0.22941;50.00000;100.00000;2.82241;2
 49.46400; 5.18833;       0.22779;50.00000;100.00000;2.82245;2
 49.48000; 5.20500;       0.22612;50.00000;100.00000;2.82249;2
 49.49500; 5.22167;       0.22447;50.00000;100.00000;2.82252;2
 49.51100; 5.23833;       0.22282;50.00000;100.00000;2.82255;2
 49.52600; 5.25500;       0.22116;50.00000;100.00000;2.82259;2
 49.53900; 5.27167;       0.21952;50.00000;100.00000;2.82262;2
 49.55400; 5.28833;       0.21786;50.00000;100.00000;2.82265;2
 49.56900; 5.30500;       0.21619;50.00000;100.00000;2.82268;2
 49.58200; 5.32167;       0.21455;50.00000;100.00000;2.82271;2
 49.59700; 5.33833;       0.21288;50.00000;100.00000;2.82275;2
 49.61000; 5.35500;       0.21123;50.00000;100.00000;2.82278;2
 49.62500; 5.37167;       0.20957;50.00000;100.00000;2.82281;2
 49.63800; 5.38833;       0.20792;50.00000;100.00000;2.82284;2
 49.65100; 5.40500;       0.20624;50.00000;100.00000;2.82287;2
 49.66300; 5.42167;       0.20456;50.00000;100.00000;2.82290;2
 49.67500; 5.43833;       0.20291;50.00000;100.00000;2.82292;2
 49.68800; 5.45500;       0.20124;50.00000;100.00000;2.82295;2
 49.70000; 5.47167;       0.19957;50.00000;100.00000;2.82298;2
 49.71000; 5.48833;       0.19790;50.00000;100.00000;2.82300;2
 49.72300; 5.50500;       0.19628;50.00000;100.00000;2.82303;2
 49.73300; 5.52167;       0.19463;50.00000;100.00000;2.82305;2
 49.74400; 5.53833;       0.19295;50.00000;100.00000;2.82308;2
 49.75500; 5.55500;       0.19131;50.00000;100.00000;2.82310;2
 49.76700; 5.57167;       0.18969;50.00000;100.00000;2.82313;2
 49.77800; 5.58833;       0.18805;50.00000;100.00000;2.82315;2
 49.78800; 5.60500;       0.18642;50.00000;100.00000;2.82317;2
 49.79800; 5.62167;       0.18483;50.00000;100.00000;2.82320;2
 49.80900; 5.63833;       0.18321;50.00000;100.00000;2.82322;2
 49.82000; 5.65500;       0.18161;50.00000;100.00000;2.82325;2
 49.82800; 5.67167;       0.18000;50.00000;100.00000;2.82326;2
 49.83900; 5.68833;       0.17842;50.00000;100.00000;2.82329;2
 49.84900; 5.70500;       0.17684;50.00000;100.00000;2.82331;2
 49.85900; 5.72167;       0.17526;50.00000;100.00000;2.82333;2
 49.86800; 5.73833;       0.17367;50.00000;100.00000;2.82335;2
 49.87700; 5.75500;       0.17210;50.00000;100.00000;2.82337;2
 49.88600; 5.77167;       0.17053;50.00000;100.00000;2.82339;2
 49.89300; 5.78833;       0.16899;50.00000;100.00000;2.82341;2
 49.90400; 5.80500;       0.16744;50.00000;100.00000;2.82343;2
 49.91100; 5.82167;       0.16587;50.00000;100.00000;2.82345;2
 49.92000; 5.83833;       0.16438;50.00000;100.00000;2.82347;2
 49.92700; 5.85500;       0.16280;50.00000;100.00000;2.82349;2
 49.93500; 5.87167;       0.16131;50.00000;100.00000;2.82350;2
 49.94300; 5.88833;       0.15981;50.00000;100.00000;2.82352;2
 49.94900; 5.90500;       0.15831;50.00000;100.00000;2.82353;2
 49.95800; 5.92167;       0.15681;50.00000;100.00000;2.82355;2
 49.96600; 5.93833;       0.15534;50.00000;100.00000;2.82357;2
 49.97400; 5.95500;       0.15387;50.00000;100.00000;2.82359;2
 49.97800; 5.97167;       0.15241;50.00000;100.00000;2.82360;2
 49.98600; 5.98833;       0.15094;50.00000;100.00000;2.82362;2
 49.99400; 6.00500;       0.14949;50.00000;100.00000;2.82363;2
 50.00100; 6.02167;       0.14805;50.00000;100.00000;2.82365;2
 50.00700; 6.03833;       0.14663;50.00000;100.00000;2.82366;2
 50.01400; 6.05500;       0.14519;50.00000;100.00000;2.82368;2
 50.01900; 6.07167;       0.14375;50.00000;100.00000;2.82369;2
