#EXPORTTYPE:DATA ALL
#FILE:
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 200F3
#PROJECT:
#DATE/TIME:19.03.2025 15:09
#CORR. FILE:
#TEMPCAL:temp_cal_3Kmin.ngb-td5
#SENSITIVITY:sens_cal_3Kmin.ngb-ed5
#LABORATORY:
#OPERATOR:
#REMARK:CR 1355.7; tot 1431.2
#SAMPLE:
#SAMPLE MASS /mg:75.9
#MATERIAL:
#REFERENCE:Ref.
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:High pressure, steel
#SAMPLE CRUCIBLE MASS /mg:1355.7
#REFERENCE CRUCIBLE MASS /mg:1385.5
#M.RANGE /�V:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:25�C....200�C/-7.0....7.0K/min
#SEGMENT:S1-5/5
#SEG. 1:25�C/7.0(K/min)/50�C
#SEG. 2:50�C/00:15/50�C
#SEG. 3:50�C/5.0(K/min)/200�C
#SEG. 4:200�C/00:30/200�C
#SEG. 5:200�C/7.0(K/min)/50�C

##Temp./�C;Time/min;DSC/(mW/mg);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 50.41800;12.30500;-2.450031e-004;50.00000;100.00000;2.82458;2
 50.41700;12.32167;-2.663198e-004;50.00000;100.00000;2.82458;2
 50.41900;12.33833;-2.877436e-004;50.00000;100.00000;2.82458;2
 50.41900;12.35500;-2.948610e-004;50.00000;100.00000;2.82458;2
 50.41900;12.37167;-3.197721e-004;50.00000;100.00000;2.82458;2
 50.41900;12.38833;-3.375657e-004;50.00000;100.00000;2.82458;2
 50.41800;12.40500;-3.446475e-004;50.00000;100.00000;2.82458;2
 50.41900;12.42167;-3.553593e-004;50.00000;100.00000;2.82458;2
 50.41900;12.43833;-3.446832e-004;50.00000;100.00000;2.82458;2
 50.41900;12.45500;-3.802704e-004;50.00000;100.00000;2.82458;2
 50.42100;12.47167;-4.337224e-004;50.00000;100.00000;2.82459;2
 50.42000;12.48833;-4.087758e-004;50.00000;100.00000;2.82458;2
 50.41900;12.50500;-4.372100e-004;50.00000;100.00000;2.82458;2
 50.42100;12.52167;-4.372812e-004;50.00000;100.00000;2.82459;2
 50.42100;12.53833;-4.515160e-004;50.00000;100.00000;2.82459;2
 50.42100;12.55500;-4.550748e-004;50.00000;100.00000;2.82459;2
 50.41900;12.57167;-4.478862e-004;50.00000;100.00000;2.82458;2
 50.42100;12.58833;-5.013381e-004;50.00000;100.00000;2.82459;2
 50.42100;12.60500;-5.048968e-004;50.00000;100.00000;2.82459;2
 50.42000;12.62167;-5.013026e-004;50.00000;100.00000;2.82458;2
 50.42200;12.63833;-5.120498e-004;50.00000;100.00000;2.82459;2
 50.42100;12.65500;-5.547189e-004;50.00000;100.00000;2.82459;2
 50.42000;12.67167;-5.653596e-004;50.00000;100.00000;2.82458;2
 50.42100;12.68833;-5.796299e-004;50.00000;100.00000;2.82459;2
 50.42100;12.70500;-5.903061e-004;50.00000;100.00000;2.82459;2
 50.42100;12.72167;-5.938648e-004;50.00000;100.00000;2.82459;2
 50.42200;12.73833;-6.116938e-004;50.00000;100.00000;2.82459;2
 50.42000;12.75500;-6.400927e-004;50.00000;100.00000;2.82458;2
 50.42100;12.77167;-6.543631e-004;50.00000;100.00000;2.82459;2
 50.42100;12.78833;-6.614805e-004;50.00000;100.00000;2.82459;2
 50.42000;12.80500;-6.578863e-004;50.00000;100.00000;2.82458;2
 50.42100;12.82167;-6.721567e-004;50.00000;100.00000;2.82459;2
 50.42000;12.83833;-6.899148e-004;50.00000;100.00000;2.82458;2
 50.41800;12.85500;-6.969616e-004;50.00000;100.00000;2.82458;2
 50.42100;12.87167;-7.148613e-004;50.00000;100.00000;2.82459;2
 50.42100;12.88833;-7.362136e-004;50.00000;100.00000;2.82459;2
 50.42200;12.90500;-7.789536e-004;50.00000;100.00000;2.82459;2
 50.42100;12.92167;-7.646833e-004;50.00000;100.00000;2.82459;2
 50.42100;12.93833;-7.718008e-004;50.00000;100.00000;2.82459;2
 50.42200;12.95500;-7.825123e-004;50.00000;100.00000;2.82459;2
 50.42200;12.97167;-7.931884e-004;50.00000;100.00000;2.82459;2
 50.42100;12.98833;-8.002705e-004;50.00000;100.00000;2.82459;2
 50.42100;13.00500;-8.038293e-004;50.00000;100.00000;2.82459;2
 50.42100;13.02167;-8.109467e-004;50.00000;100.00000;2.82459;2
 50.42100;13.03833;-8.394165e-004;50.00000;100.00000;2.82459;2
 50.42000;13.05500;-8.536161e-004;50.00000;100.00000;2.82458;2
 50.42000;13.07167;-8.571748e-004;50.00000;100.00000;2.82458;2
 50.42200;13.08833;-8.643628e-004;50.00000;100.00000;2.82459;2
 50.42000;13.10500;-8.927620e-004;50.00000;100.00000;2.82458;2
 50.42100;13.12167;-9.070321e-004;50.00000;100.00000;2.82459;2
 50.42100;13.13833;-9.105909e-004;50.00000;100.00000;2.82459;2
 50.42200;13.15500;-9.355371e-004;50.00000;100.00000;2.82459;2
 50.42100;13.17167;-9.497368e-004;50.00000;100.00000;2.82459;2
 50.42000;13.18833;-9.532603e-004;50.00000;100.00000;2.82458;2
 50.42100;13.20500;-9.639716e-004;50.00000;100.00000;2.82459;2
 50.42200;13.22167;-9.675656e-004;50.00000;100.00000;2.82459;2
 50.42100;13.23833;-9.746478e-004;50.00000;100.00000;2.82459;2
 50.42000;13.25500;-1.024435e-003;50.00000;100.00000;2.82458;2
 50.42100;13.27167;-1.038705e-003;50.00000;100.00000;2.82459;2
 50.42100;13.28833;-1.028029e-003;50.00000;100.00000;2.82459;2
 50.42100;13.30500;-1.035146e-003;50.00000;100.00000;2.82459;2
 50.42000;13.32167;-1.027993e-003;50.00000;100.00000;2.82458;2
 50.42100;13.33833;-1.045822e-003;50.00000;100.00000;2.82459;2
 50.41900;13.35500;-1.067104e-003;50.00000;100.00000;2.82458;2
 50.42200;13.37167;-1.102797e-003;50.00000;100.00000;2.82459;2
 50.41900;13.38833;-1.120485e-003;50.00000;100.00000;2.82458;2
 50.42100;13.40500;-1.113438e-003;50.00000;100.00000;2.82459;2
 50.42000;13.42167;-1.124079e-003;50.00000;100.00000;2.82458;2
 50.42000;13.43833;-1.131196e-003;50.00000;100.00000;2.82458;2
 50.41900;13.45500;-1.145396e-003;50.00000;100.00000;2.82458;2
 50.42100;13.47167;-1.152584e-003;50.00000;100.00000;2.82459;2
 50.42000;13.48833;-1.166784e-003;50.00000;100.00000;2.82458;2
 50.41900;13.50500;-1.166749e-003;50.00000;100.00000;2.82458;2
 50.42000;13.52167;-1.177460e-003;50.00000;100.00000;2.82458;2
 50.42100;13.53833;-1.181054e-003;50.00000;100.00000;2.82459;2
 50.42100;13.55500;-1.191730e-003;50.00000;100.00000;2.82459;2
 50.41900;13.57167;-1.209453e-003;50.00000;100.00000;2.82458;2
 50.42000;13.58833;-1.234399e-003;50.00000;100.00000;2.82458;2
 50.41900;13.60500;-1.241482e-003;50.00000;100.00000;2.82458;2
 50.42000;13.62167;-1.252193e-003;50.00000;100.00000;2.82458;2
 50.41900;13.63833;-1.287745e-003;50.00000;100.00000;2.82458;2
 50.42000;13.65500;-1.287780e-003;50.00000;100.00000;2.82458;2
 50.42000;13.67167;-1.284221e-003;50.00000;100.00000;2.82458;2
 50.41900;13.68833;-1.284187e-003;50.00000;100.00000;2.82458;2
 50.42000;13.70500;-1.284221e-003;50.00000;100.00000;2.82458;2
 50.42000;13.72167;-1.291339e-003;50.00000;100.00000;2.82458;2
 50.42000;13.73833;-1.291339e-003;50.00000;100.00000;2.82458;2
 50.42000;13.75500;-1.291339e-003;50.00000;100.00000;2.82458;2
 50.42000;13.77167;-1.319809e-003;50.00000;100.00000;2.82458;2
 50.42200;13.78833;-1.291409e-003;50.00000;100.00000;2.82459;2
 50.41900;13.80500;-1.301980e-003;50.00000;100.00000;2.82458;2
 50.42100;13.82167;-1.319844e-003;50.00000;100.00000;2.82459;2
 50.42000;13.83833;-1.337602e-003;50.00000;100.00000;2.82458;2
 50.42000;13.85500;-1.344720e-003;50.00000;100.00000;2.82458;2
 50.42000;13.87167;-1.373190e-003;50.00000;100.00000;2.82458;2
 50.42000;13.88833;-1.362513e-003;50.00000;100.00000;2.82458;2
 50.42100;13.90500;-1.369666e-003;50.00000;100.00000;2.82459;2
 50.42100;13.92167;-1.376783e-003;50.00000;100.00000;2.82459;2
 50.42000;13.93833;-1.383866e-003;50.00000;100.00000;2.82458;2
 50.42000;13.95500;-1.376748e-003;50.00000;100.00000;2.82458;2
 50.42000;13.97167;-1.390983e-003;50.00000;100.00000;2.82458;2
 50.42000;13.98833;-1.401659e-003;50.00000;100.00000;2.82458;2
 50.42100;14.00500;-1.415929e-003;50.00000;100.00000;2.82459;2
 50.42000;14.02167;-1.419453e-003;50.00000;100.00000;2.82458;2
 50.41900;14.03833;-1.430094e-003;50.00000;100.00000;2.82458;2
 50.42000;14.05500;-1.423012e-003;50.00000;100.00000;2.82458;2
 50.42200;14.07167;-1.412405e-003;50.00000;100.00000;2.82459;2
 50.42000;14.08833;-1.423012e-003;50.00000;100.00000;2.82458;2
 50.42000;14.10500;-1.430129e-003;50.00000;100.00000;2.82458;2
 50.42000;14.12167;-1.426570e-003;50.00000;100.00000;2.82458;2
 50.42000;14.13833;-1.437247e-003;50.00000;100.00000;2.82458;2
 50.42000;14.15500;-1.433688e-003;50.00000;100.00000;2.82458;2
 50.42100;14.17167;-1.455075e-003;50.00000;100.00000;2.82459;2
 50.42100;14.18833;-1.462192e-003;50.00000;100.00000;2.82459;2
 50.42100;14.20500;-1.451516e-003;50.00000;100.00000;2.82459;2
 50.42100;14.22167;-1.462192e-003;50.00000;100.00000;2.82459;2
 50.42000;14.23833;-1.455040e-003;50.00000;100.00000;2.82458;2
 50.42100;14.25500;-1.479986e-003;50.00000;100.00000;2.82459;2
 50.42100;14.27167;-1.469310e-003;50.00000;100.00000;2.82459;2
 50.42000;14.28833;-1.472834e-003;50.00000;100.00000;2.82458;2
 50.42000;14.30500;-1.479951e-003;50.00000;100.00000;2.82458;2
 50.42000;14.32167;-1.497745e-003;50.00000;100.00000;2.82458;2
 50.42200;14.33833;-1.508491e-003;50.00000;100.00000;2.82459;2
 50.42000;14.35500;-1.508421e-003;50.00000;100.00000;2.82458;2
 50.42100;14.37167;-1.497780e-003;50.00000;100.00000;2.82459;2
 50.42100;14.38833;-1.504897e-003;50.00000;100.00000;2.82459;2
 50.42100;14.40500;-1.508456e-003;50.00000;100.00000;2.82459;2
 50.42100;14.42167;-1.508456e-003;50.00000;100.00000;2.82459;2
 50.42100;14.43833;-1.515573e-003;50.00000;100.00000;2.82459;2
 50.42000;14.45500;-1.519097e-003;50.00000;100.00000;2.82458;2
 50.42200;14.47167;-1.515608e-003;50.00000;100.00000;2.82459;2
 50.42100;14.48833;-1.526249e-003;50.00000;100.00000;2.82459;2
 50.42100;14.50500;-1.536925e-003;50.00000;100.00000;2.82459;2
 50.42200;14.52167;-1.540519e-003;50.00000;100.00000;2.82459;2
 50.42100;14.53833;-1.540484e-003;50.00000;100.00000;2.82459;2
 50.42200;14.55500;-1.554754e-003;50.00000;100.00000;2.82459;2
 50.42100;14.57167;-1.547602e-003;50.00000;100.00000;2.82459;2
 50.42200;14.58833;-1.540519e-003;50.00000;100.00000;2.82459;2
 50.42100;14.60500;-1.554719e-003;50.00000;100.00000;2.82459;2
 50.42100;14.62167;-1.554719e-003;50.00000;100.00000;2.82459;2
 50.42200;14.63833;-1.561871e-003;50.00000;100.00000;2.82459;2
 50.42000;14.65500;-1.568919e-003;50.00000;100.00000;2.82458;2
 50.42100;14.67167;-1.576071e-003;50.00000;100.00000;2.82459;2
 50.42200;14.68833;-1.576106e-003;50.00000;100.00000;2.82459;2
 50.42000;14.70500;-1.583154e-003;50.00000;100.00000;2.82458;2
 50.42100;14.72167;-1.576071e-003;50.00000;100.00000;2.82459;2
 50.42100;14.73833;-1.579630e-003;50.00000;100.00000;2.82459;2
 50.42100;14.75500;-1.576071e-003;50.00000;100.00000;2.82459;2
 50.42100;14.77167;-1.583189e-003;50.00000;100.00000;2.82459;2
 50.42100;14.78833;-1.593865e-003;50.00000;100.00000;2.82459;2
 50.42100;14.80500;-1.597424e-003;50.00000;100.00000;2.82459;2
 50.42100;14.82167;-1.600983e-003;50.00000;100.00000;2.82459;2
 50.42000;14.83833;-1.586713e-003;50.00000;100.00000;2.82458;2
 50.42000;14.85500;-1.608065e-003;50.00000;100.00000;2.82458;2
 50.42100;14.87167;-1.615217e-003;50.00000;100.00000;2.82459;2
 50.41900;14.88833;-1.615148e-003;50.00000;100.00000;2.82458;2
 50.42200;14.90500;-1.615252e-003;50.00000;100.00000;2.82459;2
 50.42000;14.92167;-1.615183e-003;50.00000;100.00000;2.82458;2
 50.42000;14.93833;-1.625859e-003;50.00000;100.00000;2.82458;2
 50.41900;14.95500;-1.636500e-003;50.00000;100.00000;2.82458;2
 50.42000;14.97167;-1.640094e-003;50.00000;100.00000;2.82458;2
 50.42100;14.98833;-1.643687e-003;50.00000;100.00000;2.82459;2
 50.42000;15.00500;-1.647211e-003;50.00000;100.00000;2.82458;2
 50.41900;15.02167;-1.661412e-003;50.00000;100.00000;2.82458;2
 50.42100;15.03833;-1.654363e-003;50.00000;100.00000;2.82459;2
 50.42000;15.05500;-1.650770e-003;50.00000;100.00000;2.82458;2
 50.42000;15.07167;-1.665005e-003;50.00000;100.00000;2.82458;2
 50.41900;15.08833;-1.679205e-003;50.00000;100.00000;2.82458;2
 50.42000;15.10500;-1.654329e-003;50.00000;100.00000;2.82458;2
 50.42100;15.12167;-1.672157e-003;50.00000;100.00000;2.82459;2
 50.42100;15.13833;-1.689951e-003;50.00000;100.00000;2.82459;2
 50.42000;15.15500;-1.689916e-003;50.00000;100.00000;2.82458;2
 50.42100;15.17167;-1.700627e-003;50.00000;100.00000;2.82459;2
 50.42100;15.18833;-1.689951e-003;50.00000;100.00000;2.82459;2
 50.42100;15.20500;-1.693509e-003;50.00000;100.00000;2.82459;2
 50.42100;15.22167;-1.693509e-003;50.00000;100.00000;2.82459;2
 50.41900;15.23833;-1.686323e-003;50.00000;100.00000;2.82458;2
 50.42300;15.25500;-1.704254e-003;50.00000;100.00000;2.82459;2
 50.42000;15.27167;-1.697033e-003;50.00000;100.00000;2.82458;2
 50.42100;15.28833;-1.689951e-003;50.00000;100.00000;2.82459;2
 50.42000;15.30500;-1.700592e-003;50.00000;100.00000;2.82458;2
 50.42200;15.32167;-1.700661e-003;50.00000;100.00000;2.82459;2
 50.42100;15.33833;-1.679274e-003;50.00000;100.00000;2.82459;2
 50.42100;15.35500;-1.693509e-003;50.00000;100.00000;2.82459;2
 50.42200;15.37167;-1.714896e-003;50.00000;100.00000;2.82459;2
 50.42000;15.38833;-1.707709e-003;50.00000;100.00000;2.82458;2
 50.42100;15.40500;-1.704185e-003;50.00000;100.00000;2.82459;2
 50.41800;15.42167;-1.714758e-003;50.00000;100.00000;2.82458;2
 50.42100;15.43833;-1.704185e-003;50.00000;100.00000;2.82459;2
 50.42000;15.45500;-1.714827e-003;50.00000;100.00000;2.82458;2
 50.42100;15.47167;-1.714862e-003;50.00000;100.00000;2.82459;2
 50.42100;15.48833;-1.707744e-003;50.00000;100.00000;2.82459;2
 50.42000;15.50500;-1.725503e-003;50.00000;100.00000;2.82458;2
 50.42100;15.52167;-1.732655e-003;50.00000;100.00000;2.82459;2
 50.41900;15.53833;-1.732586e-003;50.00000;100.00000;2.82458;2
 50.42100;15.55500;-1.732655e-003;50.00000;100.00000;2.82459;2
 50.41800;15.57167;-1.728993e-003;50.00000;100.00000;2.82458;2
 50.42000;15.58833;-1.721944e-003;50.00000;100.00000;2.82458;2
 50.42000;15.60500;-1.736179e-003;50.00000;100.00000;2.82458;2
 50.42200;15.62167;-1.718455e-003;50.00000;100.00000;2.82459;2
 50.42100;15.63833;-1.721979e-003;50.00000;100.00000;2.82459;2
 50.42000;15.65500;-1.725503e-003;50.00000;100.00000;2.82458;2
 50.42200;15.67167;-1.743366e-003;50.00000;100.00000;2.82459;2
 50.42100;15.68833;-1.736214e-003;50.00000;100.00000;2.82459;2
 50.42200;15.70500;-1.743366e-003;50.00000;100.00000;2.82459;2
 50.42100;15.72167;-1.732655e-003;50.00000;100.00000;2.82459;2
 50.41900;15.73833;-1.711234e-003;50.00000;100.00000;2.82458;2
 50.42000;15.75500;-1.725503e-003;50.00000;100.00000;2.82458;2
 50.42200;15.77167;-1.750483e-003;50.00000;100.00000;2.82459;2
 50.42100;15.78833;-1.739773e-003;50.00000;100.00000;2.82459;2
 50.42100;15.80500;-1.725538e-003;50.00000;100.00000;2.82459;2
 50.42000;15.82167;-1.721944e-003;50.00000;100.00000;2.82458;2
 50.42100;15.83833;-1.739773e-003;50.00000;100.00000;2.82459;2
 50.42100;15.85500;-1.736214e-003;50.00000;100.00000;2.82459;2
 50.42200;15.87167;-1.746925e-003;50.00000;100.00000;2.82459;2
 50.42300;15.88833;-1.746959e-003;50.00000;100.00000;2.82459;2
 50.42300;15.90500;-1.743400e-003;50.00000;100.00000;2.82459;2
 50.42100;15.92167;-1.757566e-003;50.00000;100.00000;2.82459;2
 50.42100;15.93833;-1.750449e-003;50.00000;100.00000;2.82459;2
 50.42200;15.95500;-1.771836e-003;50.00000;100.00000;2.82459;2
 50.42100;15.97167;-1.746890e-003;50.00000;100.00000;2.82459;2
 50.42300;15.98833;-1.750518e-003;50.00000;100.00000;2.82459;2
 50.42200;16.00500;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42100;16.02167;-1.750449e-003;50.00000;100.00000;2.82459;2
 50.42200;16.03833;-1.750483e-003;50.00000;100.00000;2.82459;2
 50.42200;16.05500;-1.757601e-003;50.00000;100.00000;2.82459;2
 50.42100;16.07167;-1.754007e-003;50.00000;100.00000;2.82459;2
 50.42000;16.08833;-1.753973e-003;50.00000;100.00000;2.82458;2
 50.42200;16.10500;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42200;16.12167;-1.750483e-003;50.00000;100.00000;2.82459;2
 50.42200;16.13833;-1.750483e-003;50.00000;100.00000;2.82459;2
 50.42100;16.15500;-1.761125e-003;50.00000;100.00000;2.82459;2
 50.42200;16.17167;-1.764718e-003;50.00000;100.00000;2.82459;2
 50.42200;16.18833;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42100;16.20500;-1.754007e-003;50.00000;100.00000;2.82459;2
 50.42200;16.22167;-1.754042e-003;50.00000;100.00000;2.82459;2
 50.42300;16.23833;-1.750518e-003;50.00000;100.00000;2.82459;2
 50.42200;16.25500;-1.757601e-003;50.00000;100.00000;2.82459;2
 50.42200;16.27167;-1.761159e-003;50.00000;100.00000;2.82459;2
 50.42300;16.28833;-1.750518e-003;50.00000;100.00000;2.82459;2
 50.42200;16.30500;-1.739807e-003;50.00000;100.00000;2.82459;2
 50.42300;16.32167;-1.754077e-003;50.00000;100.00000;2.82459;2
 50.42100;16.33833;-1.768242e-003;50.00000;100.00000;2.82459;2
 50.42100;16.35500;-1.775360e-003;50.00000;100.00000;2.82459;2
 50.42000;16.37167;-1.757531e-003;50.00000;100.00000;2.82458;2
 50.42200;16.38833;-1.750483e-003;50.00000;100.00000;2.82459;2
 50.42100;16.40500;-1.732655e-003;50.00000;100.00000;2.82459;2
 50.42100;16.42167;-1.757566e-003;50.00000;100.00000;2.82459;2
 50.42300;16.43833;-1.761194e-003;50.00000;100.00000;2.82459;2
 50.42200;16.45500;-1.764718e-003;50.00000;100.00000;2.82459;2
 50.42300;16.47167;-1.754077e-003;50.00000;100.00000;2.82459;2
 50.42200;16.48833;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42200;16.50500;-1.775394e-003;50.00000;100.00000;2.82459;2
 50.42200;16.52167;-1.775394e-003;50.00000;100.00000;2.82459;2
 50.42100;16.53833;-1.782477e-003;50.00000;100.00000;2.82459;2
 50.42200;16.55500;-1.761159e-003;50.00000;100.00000;2.82459;2
 50.42100;16.57167;-1.746890e-003;50.00000;100.00000;2.82459;2
 50.42200;16.58833;-1.764718e-003;50.00000;100.00000;2.82459;2
 50.42200;16.60500;-1.771836e-003;50.00000;100.00000;2.82459;2
 50.42100;16.62167;-1.775360e-003;50.00000;100.00000;2.82459;2
 50.42000;16.63833;-1.764649e-003;50.00000;100.00000;2.82458;2
 50.42200;16.65500;-1.775394e-003;50.00000;100.00000;2.82459;2
 50.42100;16.67167;-1.771801e-003;50.00000;100.00000;2.82459;2
 50.42200;16.68833;-1.764718e-003;50.00000;100.00000;2.82459;2
 50.42200;16.70500;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42200;16.72167;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42200;16.73833;-1.782512e-003;50.00000;100.00000;2.82459;2
 50.42000;16.75500;-1.775325e-003;50.00000;100.00000;2.82458;2
 50.42200;16.77167;-1.778953e-003;50.00000;100.00000;2.82459;2
 50.42200;16.78833;-1.786070e-003;50.00000;100.00000;2.82459;2
 50.42100;16.80500;-1.786036e-003;50.00000;100.00000;2.82459;2
 50.42200;16.82167;-1.782512e-003;50.00000;100.00000;2.82459;2
 50.42200;16.83833;-1.800305e-003;50.00000;100.00000;2.82459;2
 50.42200;16.85500;-1.807423e-003;50.00000;100.00000;2.82459;2
 50.42200;16.87167;-1.775394e-003;50.00000;100.00000;2.82459;2
 50.42200;16.88833;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42300;16.90500;-1.778987e-003;50.00000;100.00000;2.82459;2
 50.42100;16.92167;-1.786036e-003;50.00000;100.00000;2.82459;2
 50.42100;16.93833;-1.793153e-003;50.00000;100.00000;2.82459;2
 50.42200;16.95500;-1.796747e-003;50.00000;100.00000;2.82459;2
 50.42300;16.97167;-1.789664e-003;50.00000;100.00000;2.82459;2
 50.42000;16.98833;-1.796678e-003;50.00000;100.00000;2.82458;2
 50.42200;17.00500;-1.793188e-003;50.00000;100.00000;2.82459;2
 50.42300;17.02167;-1.796781e-003;50.00000;100.00000;2.82459;2
 50.42300;17.03833;-1.786105e-003;50.00000;100.00000;2.82459;2
 50.42200;17.05500;-1.796747e-003;50.00000;100.00000;2.82459;2
 50.42200;17.07167;-1.803864e-003;50.00000;100.00000;2.82459;2
 50.42200;17.08833;-1.789629e-003;50.00000;100.00000;2.82459;2
 50.42300;17.10500;-1.782546e-003;50.00000;100.00000;2.82459;2
 50.42200;17.12167;-1.778953e-003;50.00000;100.00000;2.82459;2
 50.42300;17.13833;-1.800340e-003;50.00000;100.00000;2.82459;2
 50.42100;17.15500;-1.803830e-003;50.00000;100.00000;2.82459;2
 50.42300;17.17167;-1.803898e-003;50.00000;100.00000;2.82459;2
 50.42200;17.18833;-1.800305e-003;50.00000;100.00000;2.82459;2
 50.42300;17.20500;-1.793222e-003;50.00000;100.00000;2.82459;2
 50.42300;17.22167;-1.800340e-003;50.00000;100.00000;2.82459;2
 50.42300;17.23833;-1.803898e-003;50.00000;100.00000;2.82459;2
 50.42300;17.25500;-1.782546e-003;50.00000;100.00000;2.82459;2
 50.42300;17.27167;-1.789664e-003;50.00000;100.00000;2.82459;2
 50.42300;17.28833;-1.771870e-003;50.00000;100.00000;2.82459;2
 50.42200;17.30500;-1.782512e-003;50.00000;100.00000;2.82459;2
 50.42100;17.32167;-1.775360e-003;50.00000;100.00000;2.82459;2
 50.42400;17.33833;-1.768346e-003;50.00000;100.00000;2.82459;2
 50.42300;17.35500;-1.761194e-003;50.00000;100.00000;2.82459;2
 50.42200;17.37167;-1.757601e-003;50.00000;100.00000;2.82459;2
 50.42300;17.38833;-1.771870e-003;50.00000;100.00000;2.82459;2
 50.42400;17.40500;-1.775463e-003;50.00000;100.00000;2.82459;2
 50.42300;17.42167;-1.764753e-003;50.00000;100.00000;2.82459;2
 50.42200;17.43833;-1.771836e-003;50.00000;100.00000;2.82459;2
 50.42300;17.45500;-1.768311e-003;50.00000;100.00000;2.82459;2
 50.42300;17.47167;-1.775429e-003;50.00000;100.00000;2.82459;2
 50.42300;17.48833;-1.771870e-003;50.00000;100.00000;2.82459;2
 50.42100;17.50500;-1.778918e-003;50.00000;100.00000;2.82459;2
 50.42200;17.52167;-1.768277e-003;50.00000;100.00000;2.82459;2
 50.42200;17.53833;-1.775394e-003;50.00000;100.00000;2.82459;2
 50.42400;17.55500;-1.764787e-003;50.00000;100.00000;2.82459;2
 50.42300;17.57167;-1.775429e-003;50.00000;100.00000;2.82459;2
 50.42400;17.58833;-1.786139e-003;50.00000;100.00000;2.82459;2
 50.42300;17.60500;-1.778987e-003;50.00000;100.00000;2.82459;2
 50.42300;17.62167;-1.761194e-003;50.00000;100.00000;2.82459;2
 50.42300;17.63833;-1.778987e-003;50.00000;100.00000;2.82459;2
 50.42200;17.65500;-1.789629e-003;50.00000;100.00000;2.82459;2
 50.42200;17.67167;-1.771836e-003;50.00000;100.00000;2.82459;2
 50.42300;17.68833;-1.786105e-003;50.00000;100.00000;2.82459;2
 50.42200;17.70500;-1.764718e-003;50.00000;100.00000;2.82459;2
 50.42300;17.72167;-1.761194e-003;50.00000;100.00000;2.82459;2
 50.42400;17.73833;-1.761228e-003;50.00000;100.00000;2.82459;2
 50.42300;17.75500;-1.775429e-003;50.00000;100.00000;2.82459;2
 50.42400;17.77167;-1.764787e-003;50.00000;100.00000;2.82459;2
 50.42400;17.78833;-1.754111e-003;50.00000;100.00000;2.82459;2
 50.42500;17.80500;-1.743469e-003;50.00000;100.00000;2.82459;2
 50.42500;17.82167;-1.743469e-003;50.00000;100.00000;2.82459;2
 50.42600;17.83833;-1.736387e-003;50.00000;100.00000;2.82460;2
 50.42500;17.85500;-1.743469e-003;50.00000;100.00000;2.82459;2
 50.42500;17.87167;-1.743469e-003;50.00000;100.00000;2.82459;2
 50.42500;17.88833;-1.747028e-003;50.00000;100.00000;2.82459;2
 50.42700;17.90500;-1.754215e-003;50.00000;100.00000;2.82460;2
 50.42600;17.92167;-1.743504e-003;50.00000;100.00000;2.82460;2
 50.42600;17.93833;-1.732828e-003;50.00000;100.00000;2.82460;2
 50.42500;17.95500;-1.725676e-003;50.00000;100.00000;2.82459;2
 50.42700;17.97167;-1.722186e-003;50.00000;100.00000;2.82460;2
 50.42600;17.98833;-1.707917e-003;50.00000;100.00000;2.82460;2
 50.42600;18.00500;-1.697241e-003;50.00000;100.00000;2.82460;2
 50.42700;18.02167;-1.700834e-003;50.00000;100.00000;2.82460;2
 50.42700;18.03833;-1.707952e-003;50.00000;100.00000;2.82460;2
 50.42600;18.05500;-1.711476e-003;50.00000;100.00000;2.82460;2
 50.42700;18.07167;-1.693717e-003;50.00000;100.00000;2.82460;2
 50.42700;18.08833;-1.693717e-003;50.00000;100.00000;2.82460;2
 50.42800;18.10500;-1.683075e-003;50.00000;100.00000;2.82460;2
 50.42800;18.12167;-1.683075e-003;50.00000;100.00000;2.82460;2
 50.42900;18.13833;-1.686668e-003;50.00000;100.00000;2.82460;2
 50.42900;18.15500;-1.668875e-003;50.00000;100.00000;2.82460;2
 50.42800;18.17167;-1.675958e-003;50.00000;100.00000;2.82460;2
 50.42800;18.18833;-1.679516e-003;50.00000;100.00000;2.82460;2
 50.42800;18.20500;-1.675958e-003;50.00000;100.00000;2.82460;2
 50.42800;18.22167;-1.672399e-003;50.00000;100.00000;2.82460;2
 50.42800;18.23833;-1.658164e-003;50.00000;100.00000;2.82460;2
 50.42800;18.25500;-1.636812e-003;50.00000;100.00000;2.82460;2
 50.42800;18.27167;-1.651047e-003;50.00000;100.00000;2.82460;2
 50.42800;18.28833;-1.654606e-003;50.00000;100.00000;2.82460;2
